generation,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8
1570,9.85785,9.85785,9.85785,9.85785,9.85785,9.85785,10.7069,10.7069
1571,9.85785,9.85785,9.85785,9.85785,9.85785,9.85785,10.7069,13.945
1572,9.45277,9.45277,9.45277,9.45277,9.45277,9.45277,9.45277,10.372
1573,9.45277,9.45277,9.45277,9.45277,9.45277,9.45277,9.45277,9.45277
1574,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,10.9305,11.1472
1575,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147
1576,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147
1577,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,9.55324
1578,9.18147,9.18147,9.18147,9.18147,9.18147,9.18147,9.90568,10.6851
1579,8.95179,8.95179,8.95179,8.95179,8.95179,8.95179,9.89609,11.3718
